"Trcid";"Title";"Shortdescription";"Longdescription";"Calendarsummary";"Types";"Ids";"Locatienaam";"City";"Adres";"Zipcode";"Latitude";"Longitude";"Urls";"Media";"Thumbnail";"Datepattern_startdate";"Datepattern_enddate";"Singledates";
"9c6d67d7-edde-490c-81f5-844396f9a38c";"Paasworkshop in Czaar Peterhuisje";"Ken je de prachtig beschilderde eieren op een voetje uit Rusland? Het zijn ware kunstwerkjes en wereldberoemd. Tijdens de workshop op vrijdag 6 april, leert de Russische kunstenares Larisa Bilous je hoe je zo'n ei op een voetje op deze speciale manier beschildert.";"<p class=&quot:MsoNormal&quot:><span style=&quot:font-family: akzidenzgroteskbq-light, serif: font-size: 11pt:&quot:>Ken je de prachtig beschilderde eieren op een voetje uit Rusland? Het zijn ware kunstwerkjes en wereldberoemd. Tijdens de workshop op vrijdag 6 april, leert de Russische kunstenares Larisa Bilous je hoe je zo&rsquo:n ei op een voetje op deze speciale manier beschildert.<strong><o:p></o:p></strong></span></p> <p class=&quot:MsoNormal&quot:><strong><span style=&quot:font-family: akzidenzgroteskbq-light, serif: font-size: 11pt:&quot:><o:p>&nbsp:</o:p></span></strong></p> <p class=&quot:MsoNormal&quot:><span style=&quot:font-family: akzidenzgroteskbq-light, serif: font-size: 11pt:&quot:>Het beschilderen van houten eieren op een voetje is een eeuwenoude Russische traditie. De uitdaging is om de afbeelding in goede proporties over te brengen op het gebogen oppervlak van het ei. Ga jij vrijdag 6 april die uitdaging aan?<br /> </span><span style=&quot:font-family: akzidenzgroteskbq-light, serif: font-size: 11pt:&quot:><br /> Aanvang 14:00 uur in het Czaar Peterhuisje. </span><span style=&quot:font-family: akzidenzgroteskbq-light, serif: font-size: 11pt:&quot:>Leeftijd: vanaf 6 jaar, kosten: &euro: 12,50 p.p. Dit is inclusief entree, materialen en een kopje koffie/thee of limonade.&nbsp: Reserveren kan via (075) 681 0000 of: info@zaansmuseum.nl</span></p>";"vrijdag 6 april 2012, 14:00 uur";"Workshop";"2.3.15";"";"ZAANDAM";"Krimp 23";"1506 AA";"52.437322";"4.823489";"http://www.zaansmuseum.nl/";"http://media.iamsterdam.com/ndtrc/Images/20120321/eaafdd16-ff39-4179-bb9a-9b7631a5bfa5.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120321/eaafdd16-ff39-4179-bb9a-9b7631a5bfa5.jpg";"";"";"06/04/2012";
"9c7c34a2-e76f-4e66-bb30-099462bc92ba";"Museumwandeling &quot: Zaans Schoon, 50 jaar Zaanse Schans'";" Wilt u meer weten over de collectie en onze tentoonstellingen? Iedere zondagmiddag kunt u gratis meewandelen met een museumdocent. De wandelingen hebben verschillende thema's, zodat u iedere keer opnieuw verrast wordt. Het thema van vandaag is ' Zaans Schoon, 50 jaar Zaanse Schans'.   ";" Wilt u meer weten over de collectie en onze tentoonstellingen? Iedere zondagmiddag kunt u gratis meewandelen met een museumdocent. De wandelingen hebben verschillende thema's, zodat u iedere keer opnieuw verrast wordt. Het thema van vandaag is ' Zaans Schoon, 50 jaar Zaanse Schans'.   ";"zondag 16 oktober 2011 t/m zondag 16 oktober 2011 ma-zo: geopend";"Varia";"2.3.18";"Zaans Museum";"Zaandam";"Schansend 7";"1509 AW";"52.473702";"4.823114";"http://www.zaansmuseum.nl";"";"";"16/10/2011";"16/10/2011";"";
"9c8275e6-27f8-4e7f-a06f-99c4aea8e0ac";"Broadband World Forum ";"Broadband World Forum 2012 is 's werelds grootste Broadband evenement. De beurs vindt plaats in de RAI in Amsterdam en trekt vele bezoekers uit de hele wereld. ";"Meer informatie over de beurs is beschikbaar op de website.";"dinsdag 16 oktober 2012 woensdag 17 oktober 2012 donderdag 18 oktober 2012 dinsdag 15 oktober 2013 woensdag 16 oktober 2013 donderdag 17 oktober 2013";"Beurs,Congres";"2.3.1,2.3.4";"RAI Amsterdam ";"AMSTERDAM";"Europaplein 22";"1078 GZ";"52.341009";"4.889675";"http://www.broadbandworldforum.com/";"http://media.iamsterdam.com/ndtrc/Images/20120821/c2048eb6-502d-43d3-9d25-2aad995cecc1.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120821/c2048eb6-502d-43d3-9d25-2aad995cecc1.jpg";"";"";"16/10/2012,17/10/2012,18/10/2012,15/10/2013,16/10/2013,17/10/2013";
"9c8ef48a-28d5-4640-b632-a21b9adfd776";"Bos en Lommerplein Markt";"Algemene warenmarkt (voorheen Gulden Winckelplantsoen). De knusse en ruim opgezette markt aan het Bos en Lommerplantsoen is een verplaatste markt die vele jaren plaats vond op het Gulden Winckelplantsoen. Er zijn 120 marktkramen. De markt is iedere dag open, behalve op zondag en maandag, van 9:00 tot 18:00 uur.";"";"ma: gesloten di-za: 09:00 - 18:00 uur zo: gesloten";"Markt";"2.3.10";"";"AMSTERDAM";"Bos en Lommerplantsoen";"1055 SC";"52.376181";"4.846323";"";"";"";"21/03/2011";"";"";
"9caea9d3-a12e-4d08-a948-d82816e542d7";"Snuffelmarkt IJmuiden";"Kom ook rond snuffelen op deze gezellige markt.";"";"zaterdag 26 mei 2012, 09:00 - 16:00 uur zaterdag 16 juni 2012, 09:00 - 16:00 uur zaterdag 14 juli 2012, 09:00 - 16:00 uur zaterdag 11 augustus 2012, 09:00 - 16:00 uur";"Markt";"2.3.10";"Lange nieuwstraat";"IJmuiden aan Zee";"";"1972";"52.459528";"4.610296";"";"http://media.iamsterdam.com/ndtrc/Images/20120107/8e9e69ab-0746-407b-b1da-ac2ffbf8a088.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120107/8e9e69ab-0746-407b-b1da-ac2ffbf8a088.jpg";"";"";"26/05/2012,16/06/2012,14/07/2012,11/08/2012";
"9cb835b2-b27a-4877-8691-35ed3f4dbb2c";"Matsmarkt Purmerend";"Liefhebbers en verzamelaars van antiek, kunst, curiosa en boeken kunnen op donderdag 27 september hun hart ophalen tijdens de Matsmarkt! Op de Koemarkt in Purmerend staan zo&rsquo:n 175 kramen met antiek, tweedehands spulletjes, boeken en verzamelitems. Hier vindt u naast veel gezelligheid spullen van goede kwaliteit voor een mooi prijsje.   Kunt u niet genoeg krijgen van het rondneuzen op deze vlooienmarkt? Het blijft gelukkig niet bij &eacute:&eacute:n keer per jaar! Van mei tot en met oktober zijn de kraampjes iedere laatste donderdag van de maand op de Koemarkt te vinden.   ";"Liefhebbers en verzamelaars van antiek, kunst, curiosa en boeken kunnen op donderdag 27 september hun hart ophalen tijdens de Matsmarkt! Op de Koemarkt in Purmerend staan zo&rsquo:n 175 kramen met antiek, tweedehands spulletjes, boeken en verzamelitems. Hier vindt u naast veel gezelligheid spullen van goede kwaliteit voor een mooi prijsje.   Kunt u niet genoeg krijgen van het rondneuzen op deze vlooienmarkt? Het blijft gelukkig niet bij &eacute:&eacute:n keer per jaar! Van mei tot en met oktober zijn de kraampjes iedere laatste donderdag van de maand op de Koemarkt te vinden.   ";"donderdag 27 september 2012 t/m donderdag 27 september 2012 ma-wo: gesloten do: 09:00 - 17:00 uur vr-zo: gesloten";"Markt";"2.3.10";"Koemarkt";"Purmerend";"";"";"51,963967";"5,872256";"http://www.purmerend.nl";"http://media.iamsterdam.com/ndtrc/Images/20120308/2ab7d021-b9bb-41b9-b25c-5bc23a064e7e.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120308/2ab7d021-b9bb-41b9-b25c-5bc23a064e7e.jpg";"27/09/2012";"27/09/2012";"";
"9d192bf6-b9fd-4c98-952f-9c358d6bc4eb";"Lezing Hooggevoeligheid";"Informatieavond Hooggevoeligheid, van last naar gave. Heeft u last van hooggevoeligheid of kent u iemand in de omgeving die hier mee te maken heeft? Kom dan 13 februari 20.00 uur, naar de informatieavond Hooggevoeligheid in Het Dorpshuis de Zwaan in&nbsp:Hobrede. Hooggevoeligheid is geen ziekte maar een eigenschap. Wanneer je hooggevoelig bent kun je bijv. snel te veel prikkels tot je nemen waardoor je overbelast raakt. De hersenen hebben dan moeite om alles goed te verwerken. Dit kan van korte of lange duur zijn. Korte &lsquo:overprikkeling&rsquo: kenmerkt zich bijvoorbeeld door moeheid na ee";"Informatieavond Hooggevoeligheid, van last naar gave. Heeft u last van hooggevoeligheid of kent u iemand in de omgeving die hier mee te maken heeft? Kom dan 13 februari 20.00 uur, naar de informatieavond Hooggevoeligheid in Het Dorpshuis de Zwaan in&nbsp:Hobrede. Hooggevoeligheid is geen ziekte maar een eigenschap. Wanneer je hooggevoelig bent kun je bijv. snel te veel prikkels tot je nemen waardoor je overbelast raakt. De hersenen hebben dan moeite om alles goed te verwerken. Dit kan van korte of lange duur zijn. Korte &lsquo:overprikkeling&rsquo: kenmerkt zich bijvoorbeeld door moeheid na een hectische werkweek, druk feest of een vermoeiende reis. Na een lange tijd aan teveel prikkels kunnen hooggevoeligen mensen last krijgen van chronische vermoeidheid, depressie of een burnout. Het is dus goed om te weten wat hooggevoeligheid is en hoe men er op de juiste manier mee&nbsp:kan&nbsp:omgaan. In maart wordt gestart met een vierdelige cursus &lsquo:omgaan met hooggevoeligheid&rsquo:  ";"maandag 13 februari 2012 t/m maandag 13 februari 2012 ma: gesloten di: 20:00 - 22:00 uur wo-zo: gesloten";"Lezing/Debat";"2.3.9";"Dorpshuis De Zwaan in Hobrede";"Hobrede";"Dorpsstraat 56";"1477 EK";"52.545000";"4.980833";"";"";"";"13/02/2012";"13/02/2012";"";
"9d2bac7d-cb69-4e04-98da-b3826704cca5";"Schoolwerktuinavond";"Kinderen kunnen vol trots hun schooltuintje zien aan vaders, moeders, ooms, tantes, opa's, oma's, buren en andere belangstellenden. U bent ook van harte welkom op schoolwerktuincomplex Prud'homme van Reine. Er is een bescheiden verkoop van tuinproducten en kinderboerderij Darwinpark is open.  ";"Kinderen kunnen vol trots hun schooltuintje zien aan vaders, moeders, ooms, tantes, opa's, oma's, buren en andere belangstellenden. U bent ook van harte welkom op schoolwerktuincomplex Prud'homme van Reine. Er is een bescheiden verkoop van tuinproducten en kinderboerderij Darwinpark is open.  ";"woensdag 21 september 2011 t/m woensdag 21 september 2011 ma-zo: geopend";"Open Dag";"2.3.11";"Schooltuinencomplex Prud&apos:homme van Reine";"Zaandam";"De Weer 31to";"1504 AH";"52.440511";"4.842421";"http://www.nme-zaanstreek.nl";"";"";"21/09/2011";"21/09/2011";"";
"9d4921dc-0ac8-48c5-b7ab-9971f3af755e";"Beeckestijn cross";" AV Suomi organiseerd voor de 6e keer de Beeckestijn cross. Een wedstrijd met de afstanden: 1.6, 3.3, 6.3 en 9.3 km.   ";" AV Suomi organiseerd voor de 6e keer de Beeckestijn cross. Een wedstrijd met de afstanden: 1.6, 3.3, 6.3 en 9.3 km.   ";"zondag 29 januari 2012 t/m zondag 29 januari 2012 ma-vr: gesloten za: geopend zo: gesloten";"Sportevenement";"2.3.13";"Landgoed Beeckestijn";"Velsen-Zuid";"Driehuizerkerkweg / Verloren van Themaatlaan 8";"1981 EG";"52.451030";"4.638684";"http://www.avsuomi.nl";"";"";"29/01/2012";"29/01/2012";"";
"9d54406c-6e9d-465b-b6d3-2a6381fa8ec2";"Thuiswedstrijd Telstar - Go Ahead Eagles";"Thuiswedstrijd Telstar - Go Ahead Eagles";"";"vrijdag 9 maart 2012 t/m vrijdag 9 maart 2012 ma-do: gesloten vr: 20:00 uur za, zo: gesloten";"Sportevenement";"2.3.13";"TATA Steel Stadion";"Velsen-Zuid";"Minister van Houtenlaan 123";"1981 EK";"52.456853";"4.633110";"http://www.sctelstar.nl";"http://media.iamsterdam.com/ndtrc/Images/20111116/ccbfba2b-7ad1-4ba6-a6cf-fafcf7b8328d.jpg";"http://media.iamsterdam.com/ndtrc/Images/20111116/ccbfba2b-7ad1-4ba6-a6cf-fafcf7b8328d.jpg";"09/03/2012";"09/03/2012";"";
"9d5a0b00-7b0e-4a15-80f2-8014936221a8";"Workshop Matroesjka Schilderen";" U kent de Matroesjka vast wel: de traditionele Russische houten pop die bij openen steeds een nieuwe pop blijkt te bevatten. De poppen hebben elk een eigen betekenis en verhaal. De Russische kunstenares Larisa Bilous geeft in het Czaar Peterhuisje een speciale workshop Matroesjka schilderen. Tijdens de workshop vertelt zij over de traditie van de Matroesjka en leert u zelf een Matroesjka beschilderen.   ";" U kent de Matroesjka vast wel: de traditionele Russische houten pop die bij openen steeds een nieuwe pop blijkt te bevatten. De poppen hebben elk een eigen betekenis en verhaal. De Russische kunstenares Larisa Bilous geeft in het Czaar Peterhuisje een speciale workshop Matroesjka schilderen. Tijdens de workshop vertelt zij over de traditie van de Matroesjka en leert u zelf een Matroesjka beschilderen.   ";"zondag 10 juli 2011 t/m zondag 10 juli 2011 ma-zo: geopend";"Varia";"2.3.18";"Czaar Peterhuisje";"Zaandam";"Krimp 23";"1506 AA";"52.437322";"4.823489";"http://www.zaansmuseum.nl";"";"";"10/07/2011";"10/07/2011";"";
"9d5ddaf8-5854-4bdf-a186-e22a197fbd1c";"Martijn Oosterhuis - No surrender";"Martijn treedt al sinds 1994 op als stand-upper en kreeg landelijke  bekendheid met de Lama's die in 2004 een nominatie behaalden voor de  televisiering. In zijn solo-voorstelling &lsquo:No surrender' valt hij vooral  op door zijn grote grapdichtheid en met zijn uit het leven gegrepen  verhalen. ";"Martijn treedt al sinds 1994 op als stand-upper en kreeg landelijke  bekendheid met de Lama's die in 2004 een nominatie behaalden voor de  televisiering. In zijn solo-voorstelling &lsquo:No surrender' valt hij vooral  op door zijn grote grapdichtheid en met zijn uit het leven gegrepen  verhalen. ";"zaterdag 14 januari 2012 t/m zaterdag 14 januari 2012 ma-do: gesloten vr: 21:00 uur za, zo: gesloten";"Varia";"2.3.18";"Cultureel Café Bacchus";"Aalsmeer";"Gerberastraat 4";"1431 SG";"52.265325";"4.756394";"http://beleefaalsmeer.nl";"http://media.iamsterdam.com/ndtrc/Images/20111208/cd185c8b-6d21-471d-8842-3ea8282b8429.jpg";"http://media.iamsterdam.com/ndtrc/Images/20111208/cd185c8b-6d21-471d-8842-3ea8282b8429.jpg";"14/01/2012";"14/01/2012";"";
"9d640a21-1868-47f0-b999-99abc6c5f92f";"C'est sans pareil! Napoleon in Zaandam";" Op 13 oktober 1811 brachten het Napoleon I en Marie Louise een flitsbezoek aan Zaandam. Of de keizer van het Franse keizerrijk, waarbij Nederland kort tevoren was ingelijfd, onder de indruk was van het onderkomen van zijn illustere voorganger Tsaar Peter? Of hij zijn indruk van het Zaanse molenpark samenvatte in de gevleugelde uitroep: &quot:C'est sans pareil&quot:? Of het keizerlijk paar het welkomstcomit&eacute: bedankte met een uniek horloge? Of de burgemeester een trouwe aanhanger was van het regime? Deze en andere vragen worden beantwoord in een kleine expositie in het Honig Breethuis. ";" Op 13 oktober 1811 brachten het Napoleon I en Marie Louise een flitsbezoek aan Zaandam. Of de keizer van het Franse keizerrijk, waarbij Nederland kort tevoren was ingelijfd, onder de indruk was van het onderkomen van zijn illustere voorganger Tsaar Peter? Of hij zijn indruk van het Zaanse molenpark samenvatte in de gevleugelde uitroep: &quot:C'est sans pareil&quot:? Of het keizerlijk paar het welkomstcomit&eacute: bedankte met een uniek horloge? Of de burgemeester een trouwe aanhanger was van het regime? Deze en andere vragen worden beantwoord in een kleine expositie in het Honig Breethuis. Het tentoonstellingskabinet zal voor die gelegenheid zijn getransformeerd in een veldtent.   ";"zondag 11 september 2011 t/m zondag 30 oktober 2011 ma-zo: geopend";"Tentoonstelling";"2.3.14";"Honig Breethuis";"Zaandijk";"Lagedijkk 80";"1544 BJ";"52.473424";"4.813316";"http://www.honigbreethuis.nl";"";"";"11/09/2011";"30/10/2011";"";
"9d752f37-0904-44bd-8cff-e4e146e7b6d8";"Dodenherdenking";"4 mei Dodenherdenking Op 4 mei zal de herdenkingdienst worden gehouden voor de omgekomen slachtoffers van de Tweede Wereldoorlog in de Grote Kerk aan de Zarken. Vanaf 18.30 uur is de kerk geopend. Muziekvereniging Olympia zal vanaf 18.45 uur muziek verzorgen en de herdenkingsdienst begint om 19.00 uur. Na afloop van de herdenkingsdienst zal om 20.00 uur twee minuten stilte worden gehouden bij het monument in het Zarkenplantsoen. Voor diegene die een bloemstuk of bloemen willen leggen bij het herdenkingsmonument of het propellermonument tijdens de plechtigheid, kunnen deze vanaf 18.30 uur i";"4 mei Dodenherdenking Op 4 mei zal de herdenkingdienst worden gehouden voor de omgekomen slachtoffers van de Tweede Wereldoorlog in de Grote Kerk aan de Zarken. Vanaf 18.30 uur is de kerk geopend. Muziekvereniging Olympia zal vanaf 18.45 uur muziek verzorgen en de herdenkingsdienst begint om 19.00 uur. Na afloop van de herdenkingsdienst zal om 20.00 uur twee minuten stilte worden gehouden bij het monument in het Zarkenplantsoen. Voor diegene die een bloemstuk of bloemen willen leggen bij het herdenkingsmonument of het propellermonument tijdens de plechtigheid, kunnen deze vanaf 18.30 uur in de Grote Kerk onder brengen.   Het 4-mei comit&eacute: Monnickendam doet het vriendelijke verzoek om op 4 mei de vlag &quot:half stok&quot: op te hangen tussen 18.00 uur en 20.30 uur en op 5 mei de vlag de hele dag   ";"vrijdag 4 mei 2012 t/m vrijdag 4 mei 2012 ma-do: gesloten vr: 19:00 - 20:30 uur za, zo: gesloten";"Varia";"2.3.18";"Grote Kerk";"Monnickendam";"Zarken";"";"52.456983";"5,032419";"";"";"";"04/05/2012";"04/05/2012";"";
"9d7ad6fa-c924-4bcb-8c2f-cfee3e69e7a8";"Open atelierroute";"Open atelierroute";" De open atelierroute wordt georganiseerd door de stichting Tengel. Stichting Tengel is een platform van onafhankelijke beeldende kunstenaars in de Zaanstreek. Zo'n 64 Zaanse beeldende kunstenaars stellen hun ateliers open in oktober.&nbsp:Zuid&nbsp:Zaanstreek doet dit op 8&nbsp:en 9 oktober. De atelierroute is voor iedereen die belangstelling heeft om eens een kijkje in de keuken van de kunstenaars te nemen en hun werkwijze en het werk van dichtbij te kunnen bekijken. Ook kan er kunst worden gekocht met korting.&nbsp:Tevens zijn er diverse presentaties en workshops waar bezoekers aan kunnen deelnemen.   ";"tot zondag 9 oktober 2011 ma-vr: gesloten za: 17:00 - 19:00 uur zo: gesloten";"Varia";"2.3.18";"Open atelierroute";"Zaandam";"";"";"52.442040";"4.829199";"http://www.tengel.nl";"";"";"07/10/2011";"09/10/2011";"";
"9dbc9897-ad8e-443f-a6e6-b1db8765f9ca";"Indonesische Bazaar";"Stichting Marsiurupan organiseert deze Indonesische Bazaar om geld in te zamelen voor een waterleiding project op Sumatra, Indonesië.";"Stichting Marsiurupan organiseert deze Indonesische Bazaar om geld in te zamelen voor een waterleiding project op Sumatra, Indonesi&euml:. <br /> <ul>     <li><strong>Maaltijden:</strong> Nasi Rames, Bami Goreng, Sat&eacute: met stokbrood:</li>     <li><strong>Snacks:</strong> Risoles, Lemper, Lumpia&rsquo:s, Pastelles, Brownies, Kue lapis, Sponscake, Es campur, Pisang goreng, Cendol en Es Buah Rommelmarkt:</li>     <li><strong>Loterij:</strong> leuke hoofdprijs:</li>     <li><strong>Entertainment:</strong> Er zal veel muziek worden gemaakt en er zijn dans optredens:</li>     <li><strong>Locatie: </strong>activiteitencentrum De Scheg.</li> </ul>";"zaterdag 19 mei 2012, 10:00 - 17:00 uur";"Varia";"2.3.18";"Activiteitencentrum De Scheg";"UITHOORN";"Arthur van Schendellaan 100a";"1422 LE";"52.247737";"4.831910";"http://www.uithoorn.nl/Actueel/Activiteiten_en_evenementen/Evenementenkalender:93424/Activiteiten_mei_2012/19_05_Indonesische_Bazaar";"http://media.iamsterdam.com/ndtrc/Images/20120427/775e35b8-9562-4444-9297-41ad1960a226.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120427/775e35b8-9562-4444-9297-41ad1960a226.jpg";"";"";"19/05/2012";
"9dcc2d4a-6939-4fd6-addf-3fee1d488512";"Kunstroute Zijdelveld";"In het kader van de Week van de Amateurkunst stelt een aantal bewoners van het Zijdelveld hun tuin beschikbaar voor het exposeren van diverse kunsten. ";"In het kader van de Week van de Amateurkunst stelt een aantal bewoners van het Zijdelveld hun tuin beschikbaar voor het exposeren van diverse kunsten. Buiten het feit dat de tuinen van het Zijdelveld vrij bezocht kunnen worden zullen er ook kleinschalige workshops voor kinderen gehouden worden, Nadere informatie over de invulling van het programma volgt.<br /> <br /> Toegangsprijs: gratis";"zaterdag 2 juni 2012, 12:00 - 17:00 uur";"Open Dag";"2.3.11";"Kunstroute Zijdelveld";"UITHOORN";"Zijdelveld";"1421 TJ";"52.237292";"4.822365";"http://www.uithoorn.nl/Actueel/Activiteiten_en_evenementen/Evenementenkalender:93424/Activiteiten_juni_2012/02_06_Kunstroute_Zijdelveld";"http://media.iamsterdam.com/ndtrc/Images/20120427/7d413dec-ec6b-47f4-a614-edb7ea3f523f.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120427/7d413dec-ec6b-47f4-a614-edb7ea3f523f.jpg";"";"";"02/06/2012";
"9dcfb0a7-2505-437c-bc4c-d417c027376a";"Tonnenrace in de Molenstraat";"Buurtvereniging Dammers & Dijckers organiseert dit jaar een nieuwe activiteit: Straatscrabble met &quot:stenen&quot: van 30 x 30 cm op een bord van 4 x 4 meter!!!!  ";"Buurtvereniging Dammers & Dijckers organiseert dit jaar een nieuwe activiteit: Straatscrabble met &quot:stenen&quot: van 30 x 30 cm op een bord van 4 x 4 meter!!!!  ";"maandag 30 april 2012 t/m maandag 30 april 2012 ma: 11:00 uur di-zo: gesloten";"Varia";"2.3.18";"Molenstraat";"Monnickendam";"";"";"52.455569";"5,039232";"";"";"";"30/04/2012";"30/04/2012";"";
"9de7be36-b191-4341-bbac-f33012aee3ed";"Museumwandeling Wonen, Werk, Wind, Water";" Wilt u meer weten over de collectie en onze tentoonstellingen? Iedere zondagmiddag kunt u gratis meewandelen met een museumdocent. De wandelingen hebben verschillende thema's, zodat u iedere keer opnieuw verrast wordt. Het thema van vandaag is 'Wonen, werken, wind, water'.   ";" Wilt u meer weten over de collectie en onze tentoonstellingen? Iedere zondagmiddag kunt u gratis meewandelen met een museumdocent. De wandelingen hebben verschillende thema's, zodat u iedere keer opnieuw verrast wordt. Het thema van vandaag is 'Wonen, werken, wind, water'.   ";"zondag 18 september 2011 t/m zondag 18 september 2011 ma-zo: geopend";"Varia";"2.3.18";"Zaans Museum";"Zaandam";"Schansend 7";"1509 AW";"52.473702";"4.823114";"http://www.zaansmuseum.nl";"";"";"18/09/2011";"18/09/2011";"";
"9dece89f-2f16-4dfb-838b-b74c73e497db";"Sonrise Velserbroek";"Tijdens dit evenement kunnen duizend tieners en kinderen elke middag en avond kunnen genieten van samen voetballen, basketballen, volleyballen, en streetdancen o.l.v. sportteams van Athletes in Action. De sportclinics worden gegeven in 14 verschillende wijken in Haarlem, Heemstede, Heemskerk, Hoofddorp, IJmuiden, Castricum en Velserbroek. Sonrise wordt georganiseerd door de gezamenlijke kerken in samenwerking met de christelijke sportorganisatie Athletes in Action. Tijdens de week vertellen sporters over het christelijk geloof. Tijdens de Sonrise week bieden wij de mogelijkheid om gebed te vra";"Tijdens dit evenement kunnen duizend tieners en kinderen elke middag en avond kunnen genieten van samen voetballen, basketballen, volleyballen, en streetdancen o.l.v. sportteams van Athletes in Action. De sportclinics worden gegeven in 14 verschillende wijken in Haarlem, Heemstede, Heemskerk, Hoofddorp, IJmuiden, Castricum en Velserbroek. Sonrise wordt georganiseerd door de gezamenlijke kerken in samenwerking met de christelijke sportorganisatie Athletes in Action. Tijdens de week vertellen sporters over het christelijk geloof. Tijdens de Sonrise week bieden wij de mogelijkheid om gebed te vragen en om kennis te maken met het evangelie, de liefde van Jezus Christus. ";"maandag 25 juli 2011 t/m vrijdag 29 juli 2011 ma-zo: geopend";"Varia";"2.3.18";"Zwanebloemplantsoen";"Velserbroek";"";"";"52.432751";"4.656495";"http://www.sonrisehaarlem.nl";"";"";"25/07/2011";"29/07/2011";"";
"9dff7695-4a82-4771-a38d-261ef1944fef";"Wedstrijd SC Telstar - Helmond Sport";"Deze wedstrijd vindt plaats in het TATA Steel Stadion.";"Voor een overzicht van het complete wedstrijdprogramma van SC Telstar kun je kijken op: www.sctelstar.nl.";"vrijdag 10 augustus 2012, 20:00 uur";"Sportevenement";"2.3.13";"";"VELSEN-ZUID";"Tolsduinerlaan 10a";"1981 EG";"52.454892";"4.633967";"http://www.sctelstar.nl";"http://media.iamsterdam.com/ndtrc/Images/20120702/092e1bb3-2920-4ae5-a4ef-9645a4a15ef7.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120702/092e1bb3-2920-4ae5-a4ef-9645a4a15ef7.jpg";"";"";"10/08/2012";
"9e4b57eb-d77e-4f87-80bd-977940cc406b";"Broeker Feestweek - dag 3";"Gezellige feestweek in Broek in Waterland met elke dag een keur aan activiteiten. Programma maandag 6 augustus: 14.30 Jeu de Boules 19.30 'Het water op' behendigheidsspel (Havenrak) 21.30 Schatzoeken*  * besloten deelname of alleen voor ingeschreven teams  ";"Gezellige feestweek in Broek in Waterland met elke dag een keur aan activiteiten. Programma maandag 6 augustus: 14.30 Jeu de Boules 19.30 'Het water op' behendigheidsspel (Havenrak) 21.30 Schatzoeken*  * besloten deelname of alleen voor ingeschreven teams  ";"maandag 6 augustus 2012 t/m maandag 6 augustus 2012 ma: 14:30 uur di-zo: gesloten";"Varia";"2.3.18";"div. o.a. Broekerhuis";"Broek in Waterland";"";"";"52.436111";"4.994167";"http://www.debroekergemeenschap.nl";"";"";"06/08/2012";"06/08/2012";"";
"9e67f4d3-417a-4a41-854f-71c33edc3807";"Koninginnedag Vrijmarkt Krommenie";"Op Koninginnedag en de avond ervoor kun je op koopjesjacht tijdens de vrijmarkt in de Noorderhoofdstraat. ";"Op Koninginnedag kun je op koopjesjacht tijdens de vrijmarkt in de Noorderhoofdstraat.";"zondag 29 april 2012 maandag 30 april 2012";"Markt";"2.3.10";"";"KROMMENIE";"Noorderhoofdstraat";"1561 AS";"52.501571";"4.770991";"";"http://media.iamsterdam.com/ndtrc/Images/20120216/8b48affa-8923-45bb-8847-4bdc6f752f5d.jpg";"http://media.iamsterdam.com/ndtrc/Images/20120216/8b48affa-8923-45bb-8847-4bdc6f752f5d.jpg";"";"";"30/04/2012,29/04/2012";
"9e84018a-d876-4f1b-a147-409c87c5704c";"Vuurtorens: lichtbakens aan de Nederlandse kust";" Kees van Hamersveld, &acute:vuurtorenspotter&acute: en publicist in de Vuurboet, het orgaan van de Nederlandse Vuurtoren Vereniging, zal u aan de hand van dias alles vertellen over vuurtorens in het algemeen en die langs de Nederlandse kust in het bijzonder. Uiteraard komen de vuurtorens van IJmuiden hierbij aan bod. Wist u dat het bovenste deel van de kleine vuurtoren later is verplaatst naar het Vuurboetsduin op Vlieland?. Zo heeft iedere vuurtoren een &acute:verhaal&acute:. Komt dat zien en horen.    ";" Kees van Hamersveld, &acute:vuurtorenspotter&acute: en publicist in de Vuurboet, het orgaan van de Nederlandse Vuurtoren Vereniging, zal u aan de hand van dias alles vertellen over vuurtorens in het algemeen en die langs de Nederlandse kust in het bijzonder. Uiteraard komen de vuurtorens van IJmuiden hierbij aan bod. Wist u dat het bovenste deel van de kleine vuurtoren later is verplaatst naar het Vuurboetsduin op Vlieland?. Zo heeft iedere vuurtoren een &acute:verhaal&acute:. Komt dat zien en horen.    ";"tot zondag 6 november 2011 ma-za: gesloten zo: 14:00 uur";"Lezing/Debat";"2.3.9";"IJmuider zee- en havenmuseum";"IJmuiden aan Zee";"Havenkade 55";"1973 AK";"52.457564";"4.598829";"http://www.zeehavenmuseum.nl";"";"";"06/11/2011";"06/11/2011";"";
